,0,1,2,3,4,5,6
0,1.6278250592937067,1.1658505602033564,1.1737638901285377,1.3725003850954196,-1.0073053391382545,2.1964411862275357,1.0
1,-0.8992847924652294,0.9662117748169811,-1.8873311092069556,0.39442710437302,0.6258147074820417,-0.6835792574610912,1.0
2,-2.0260688643536873,-0.8347843009296236,0.9312784419734695,0.1340560408039819,2.6818874389747522,-1.923632389413476,0.0
3,-0.8903546367205567,0.16515260339099858,-0.3494245843098307,-1.3309682419046374,1.0306196370842258,-0.7443272789385907,0.0
4,-0.5650213916194337,-1.645275092922613,1.5310889737132847,-0.581300885090901,0.7773996787293462,-0.9620720249294463,0.0
5,0.17856901695706484,1.5851340532462075,-1.7806485780965229,-0.4998850056607112,-0.4332048555764545,0.5533921372589327,1.0
6,-0.5595499323563261,-0.05282026301044351,1.3740930818114898,0.06762176252455854,1.3613348653814903,-0.20713496443821552,0.0
7,0.736169198203836,2.0677658575983715,0.4837452240569251,0.46344979910190487,0.16732213585117317,1.741375960306615,1.0
8,1.3362924093483626,2.5397461101282115,1.0511529634771817,-0.038009261644331806,-0.12049825798562108,2.6004184090507145,0.0
9,-2.3399555754499324,-0.5389215879246261,-0.6555372401942066,0.36168068475607607,2.4291602508678474,-2.379250238310271,0.0
10,-0.7852306873606604,2.35956605798468,-2.749583975933447,-0.42261759407044147,0.643329705301706,-0.08440229285534694,1.0
11,-1.9007070688857717,0.38697324053040105,-1.5055795673311998,0.8600284054210641,1.8431147700344486,-1.7330079773970508,1.0
12,2.74359319821191,-0.10074384300121353,1.6900740647686234,-1.0297078342800539,-2.7047696342266017,2.6244259844942603,1.0
13,-0.10089461297060445,1.4442359453937834,-1.0109616420948897,-0.30603657658782696,0.23947591311911098,0.4112639120694552,1.0
14,-0.06428301985051084,1.0700762453534685,1.6160459800849916,1.284358151040138,1.3206210648616556,0.8147248961392083,0.0
15,-0.03729378987630894,1.701355606358512,-0.008096143239000986,-0.3233455975114622,0.7567872738467201,0.8039768784215329,0.0
16,-1.734521589844485,0.5031688639001243,0.15266665012130498,-0.9361825088069486,2.4913605958970084,-1.1841704221036284,1.0
